"Valimissündmus";"Jaoskonna number";"KOV või linnaosa";"Valimisringkond";"Jaoskonnas saavad hääletada ka teise ringkonda kuuluvad valijad";"Jaoskond korraldab kodus hääletamist";"Ära näita jaoskonda kaardirakendusel";"Jaoskonna telefoninumber";"E-posti aadress";"Valimiskasti koju tellimise telefoninumber";"Asukoha nimetus";"address";"Ligipääsetavus on olemas";"Info ligipääsetavuse kohta";"Valimispäev või eelhääletamine";"Kellaajad";"Valimispäev või eelhääletamise päev"
"RK_2023";"1";"Kiili vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887092";"info@kiilivald.ee";"0037258887092";"Kiili Gümnaasium";"Kooli tn 2, Kiili alev, Kiili vald, Harju maakond";"true";"Ratastooliga ligipääsetav";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Kiili vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887092";"info@kiilivald.ee";"0037258887092";"Kiili Vallavalitsus";"Nabala tee 2a, Kiili alev, Kiili vald, Harju maakond";"true";"Lähim ühistranspordi peatus asub Coop poe juures. Autoga tulles saab parkida auto vallamaja ette. Ratastooliga on ligipääsetavus olemas.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887282";"ene.matetski@kohila.ee";"0037255560082";"Kohila Gümnaasium";"Kooli tn 1, Kohila alev, Kohila vald, Rapla maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887282";"ene.matetski@kohila.ee";"0037255560082";"Kohila vallamaja";"Vabaduse tn 1, Kohila alev, Kohila vald, Rapla maakond";"true";"";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887283";"ene.matetski@kohila.ee";"0037255560082";"Hageri algklasside maja";"Kohila tee 18, Hageri alevik, Kohila vald, Rapla maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887283";"ene.matetski@kohila.ee";"0037255560082";"Hageri algklasside maja";"Kohila tee 18, Hageri alevik, Kohila vald, Rapla maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887284";"ene.matetski@kohila.ee";"0037255560082";"Prillimäe lasteaed Põnnipere";"Lasteaia tn 7, Prillimäe alevik, Kohila vald, Rapla maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"3";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887284";"ene.matetski@kohila.ee";"0037255560082";"Sutlema-Aespa lasteaia Metsaveere maja";"Suvila tee 27, Aespa alevik, Kohila vald, Rapla maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Kohila vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887284";"ene.matetski@kohila.ee";"0037255560082";"Sutlema-Aespa lasteaia Metsaveere maja";"Suvila tee 27, Aespa alevik, Kohila vald, Rapla maakond";"true";"";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"1";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887093";"marit.laurimaa@gmail.com";"0037258887093";"Kose Kultuurikeskus";"Hariduse tn 2, Kose alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub teisel korrusel, hoones asub lift. Hoone juures on olemas parkimisvõimalused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887093";"marit.laurimaa@gmail.com";"0037258887093";"Kose Kultuurikeskus";"Hariduse tn 2, Kose alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub teisel korrusel, hoones asub lift. Hoone juures on olemas parkimisvõimalused.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887094";"kristel.kadapik@kosevald.ee";"0037258887093";"Kose-Uuemõisa raamatukogu";"Tiigi tn 1, Kose-Uuemõisa alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887094";"kristel.kadapik@kosevald.ee";"0037258887093";"Kose-Uuemõisa raamatukogu";"Tiigi tn 1, Kose-Uuemõisa alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887095";"aunaive1@gmail.com";"0037258887093";"Oru külakeskus";"Keskuse tee 6, Oru küla, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused. Olemas kaldtee.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887095";"aunaive1@gmail.com";"0037258887093";"Oru külakeskus";"Keskuse tee 6, Oru küla, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused. Olemas kaldtee.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887096";"margit.eerik@kosevald.ee";"0037258887093";"endine Kõue Vallavalitsuse hoone";"Kesk tee 6, Ardu alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused. Olemas kaldtee.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Kose vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887096";"margit.eerik@kosevald.ee";"0037258887093";"endine Kõue Vallavalitsuse hoone";"Kesk tee 6, Ardu alevik, Kose vald, Harju maakond";"true";"Hääletamisruum asub esimesel korrusel. Hoone juures on olemas parkimisvõimalused. Olemas kaldtee.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Kuusalu vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887097";"tiia-liis.jyrgenson@kuusalu.ee";"0037258887097";"Hugo Lepnurme Kuusalu Kunstide Kool";"Kuusalu tee 22, Kuusalu alevik, Kuusalu vald, Harju maakond";"true";"Sissepääsul paar trepiastet.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Kuusalu vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887097";"tiia-liis.jyrgenson@kuusalu.ee";"0037258887097";"Hugo Lepnurme Kuusalu Kunstide Kool";"Kuusalu tee 22, Kuusalu alevik, Kuusalu vald, Harju maakond";"true";"Ühistranspordiga kui ka ratastooliga ligipääs.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Kuusalu vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887098";"tiia-liis.jyrgenson@kuusalu.ee";"0037258887098";"Kolga muuseum";"Kolga mõis, Kolga alevik, Kuusalu vald, Harju maakond";"true";"Ratastooliga ligipääs puudub. Valimisjaoskond asub teisel korrusel ja sinna pääsemiseks on vajalik kasutada treppi.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"2";"Kuusalu vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887098";"tiia-liis.jyrgenson@kuusalu.ee";"0037258887098";"Kolgaküla rahvamaja";"Kolgaküla, Kuusalu vald, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Kuusalu vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887098";"tiia-liis.jyrgenson@kuusalu.ee";"0037258887098";"Leesi rahvamaja";"Leesi küla, Kuusalu vald, Harju maakond";"true";"Ligipääs ühistranspordiga, oma autoga, ratastooliga ja lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"1";"Loksa linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887099";"karin.kask@loksa.ee";"0037258887099";"Loksa Linnavalitsus";"Tallinna tn 45, Loksa linn, Harju maakond";"true";"Ligipääs nii ratastooli kui ka lapsekäruga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Loksa linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887099";"karin.kask@loksa.ee";"0037258887099";"Loksa Linnavalitsus";"Tallinna tn 45, Loksa linn, Harju maakond";"true";"Ligipääs nii ratastooli kui ka lapsekäruga.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887100";"helje.jaanimagi@laaneharju.ee";"0037258887100";"Lääne-Harju Valla Raamatukogu";"Rae tn 38, Paldiski linn, Lääne-Harju vald, Harju maakond";"true";"Olemas invalift. Uste avamine võib olla raskendatud. Parkimisvõimalused lähedal - invaparkla eraldi märgistamata.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887100";"helje.jaanimagi@laaneharju.ee";"0037258887100";"Lääne-Harju Valla Raamatukogu";"Rae tn 38, Paldiski linn, Lääne-Harju vald, Harju maakond";"true";"Ligipääsetavus on olemas - Olemas invalift. Uste avamine võib olla raskendatud. Parkimisvõimalused lähedal - invaparkla eraldi märgistamata";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887101";"marikalaanes@hot.ee";"0037258887100";"Lääne-Harju  Kultuurikeskuse  Padise  rahvamaja (endine Padise vallamaja)";"Vallamaja, Padise küla, Lääne-Harju vald, Harju maakond";"true";"Uste avamisel võib ratastooli puhul olla vajalik abi. Juhendajat võivad vajada nägemispuudega inimesed.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887101";"marikalaanes@hot.ee";"0037258887100";"Lääne-Harju  Kultuurikeskuse  Padise  rahvamaja (endine Padise vallamaja)";"Vallamaja, Padise küla, Lääne-Harju vald, Harju maakond";"true";"Uste avamisel võib ratastooli puhul olla vajalik abi. Juhendajat võivad vajada nägemispuudega inimesed.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"2";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887101";"marikalaanes@hot.ee";"0037258887100";"Lääne-Harju Valla Raamatukogu Harju-Risti raamatukogu (Risti koolimaja)";"Risti kool, Harju-Risti küla, Lääne-Harju vald, Harju maakond";"true";"Uste avamisel võib ratastooli puhul olla vajalik abi. Juhendajat võivad vajada nägemispuudega inimesed.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"3";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887102";"siskamolder@gmail.com";"0037258887100";"Vasalemma kogukonnamaja (Vasalemma endine vallamaja)";"Ranna tee 8, Vasalemma alevik, Lääne-Harju vald, Harju maakond";"true";"Sisenemiseks on olemas kaldtee. Uste avamine võib vajada abi. Nägemispuudega valija vajab juhendajat. Hoone juures lähedal parkimisvõimalus.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887102";"siskamolder@gmail.com";"0037258887100";"Vasalemma kogukonnamaja (Vasalemma endine vallamaja).";"Ranna tee 8, Vasalemma alevik, Lääne-Harju vald, Harju maakond";"true";"Sisenemiseks on olemas kaldtee. Uste avamine võib vajada abi. Nägemispuudega valija vajab juhendajat. Hoone juures lähedal parkimisvõimalus.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887103";"marily.haitson@laaneharju.ee";"0037258887100";"Laulasmaa Kooli Lehola koolimaja";"Orisküla tee 20, Lehola küla, Lääne-Harju vald, Harju maakond";"false";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"4";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887103";"marily.haitson@laaneharju.ee";"0037258887100";"Laulasmaa Kooli spordihoone";"Kloogaranna tee 20, Laulasmaa küla, Lääne-Harju vald, Harju maakond";"true";"Parkimisvõimalus, uste avamine võib vajada abi, nägemispuudega valija võib vajada juhendajat";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887103";"marily.haitson@laaneharju.ee";"0037258887100";"Laulasmaa Kooli spordihoone";"Kloogaranna tee 20, Laulasmaa küla, Lääne-Harju vald, Harju maakond";"true";"Parkimisvõimalus, uste avamine võib vajada abi, nägemispuudega valija võib vajada juhendajat";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"5";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887104";"triin.kalvistu@gmail.com";"0037258887100";"Lääne-Harju  Kultuurikeskuse Klooga  maja";"Aedlinna tee 3, Klooga alevik, Lääne-Harju vald, Harju maakond";"true";"Olemas kaldtee, ustest läbimine võib vajada abi. Parkimine lähedal. Nägemispuudega isikud võivad vajada ajuhendajat.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Lääne-Harju vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887104";"triin.kalvistu@gmail.com";"0037258887100";"Lääne-Harju Kultuurikeskuse Klooga  maja";"Aedlinna tee 3, Klooga alevik, Lääne-Harju vald, Harju maakond";"true";"Olemas kaldtee, ustest läbimine võib vajada abi. Parkimine lähedal. Nägemispuudega isikud võivad vajada ajuhendajat";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887105";"linnavalitsus@maardu.ee";"0037258887105";"Maardu Gümnaasium";"Ringi tn 64, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887105";"linnavalitsus@maardu.ee";"0037258887105";"Maardu Gümnaasium";"Ringi tn 64, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887106";"linnavalitsus@maardu.ee";"0037258887106";"Maardu Kunstide Kool";"Keemikute tn 19, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887106";"linnavalitsus@maardu.ee";"0037258887106";"Maardu Kunstide Kool";"Keemikute tn 19, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887107";"linnavalitsus@maardu.ee";"0037258887107";"Maardu Vaba Aja Keskus";"Keemikute tn 12b, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Maardu linn";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887107";"linnavalitsus@maardu.ee";"0037258887107";"Maardu Vaba Aja Keskus";"Keemikute tn 12b, Maardu linn, Harju maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887285";"jaoskond1@marjamaa.ee";"0037258887285";"Märjamaa rahvamaja";"Sauna tn 2, Märjamaa alev, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887285";"jaoskond1@marjamaa.ee";"0037258887285";"Märjamaa rahvamaja";"Sauna tn 2, Märjamaa alev, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887286";"jaoskond2@marjamaa.ee+";"0037258887286";"Varbola rahvamaja";"Rahvamaja, Varbola küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887286";"jaoskond2@marjamaa.ee+";"0037258887286";"Varbola rahvamaja";"Rahvamaja, Varbola küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887287";"jaoskond3@marjamaa.ee";"0037258887287";"Valgu külakeskus";"Külakeskuse, Valgu küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887287";"jaoskond3@marjamaa.ee";"0037258887287";"Valgu külakeskus";"Külakeskuse, Valgu küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887288";"jaoskond4@marjamaa.ee";"0037258887288";"Laukna lasteaed";"Lasteaia, Laukna küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"4";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887288";"jaoskond4@marjamaa.ee";"0037258887288";"Sipa mõis";"Sipa mõis, Sipa küla, Märjamaa vald, Rapla maakond";"true";"Sissepääsu võimalus ratastooli ja lapsevankriga puudub.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887288";"jaoskond4@marjamaa.ee";"0037258887288";"Sipa mõis";"Sipa mõis, Sipa küla, Märjamaa vald, Rapla maakond";"true";"Sissepääsu võimalus ratastooli ja lapsevankriga puudub.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"5";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887289";"jaoskond5@marjamaa.ee";"0037258887289";"Kivi-Vigala rahvamaja";"Kiriku tee 4, Kivi-Vigala küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"5";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887289";"jaoskond5@marjamaa.ee";"0037258887289";"Vana-Vigala rahvamaja";"Jaama tn 21, Vana-Vigala küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Märjamaa vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887289";"jaoskond5@marjamaa.ee";"0037258887289";"Vana-Vigala rahvamaja";"Jaama tn 21, Vana-Vigala küla, Märjamaa vald, Rapla maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"1";"Raasiku vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887108";"urvejo@gmail.com";"0037258887108";"Raasiku Rahvamaja";"Tallinna mnt 21, Raasiku alevik, Raasiku vald, Harju maakond";"true";"Ligipääsetav nii autoga kui jalgsi. Tasuta parkimine";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Raasiku vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887108";"urvejo@gmail.com";"0037258887108";"Raasiku Rahvamaja";"Tallinna mnt 21, Raasiku alevik, Raasiku vald, Harju maakond";"true";"Juurdepääs nii jalgsi kui autoga. Tasuta parkimine";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"2";"Raasiku vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887109";"karin.mollits@raasiku.ee";"0037258887109";"Raasiku vallamaja";"Tallinna mnt 24, Aruküla alevik, Raasiku vald, Harju maakond";"true";"Juurdepääs nii jalgsi kui autoga. Tasuta parkimine";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Raasiku vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887109";"karin.mollits@raasiku.ee";"0037258887109";"Raasiku vallamaja";"Tallinna mnt 24, Aruküla alevik, Raasiku vald, Harju maakond";"true";"Juurdepääs nii jalgsi kui autoga. Tasuta parkimine";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Rae vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887110";"meeli.vaarik@rae.ee";"0037258887110";"Rae Kultuurikeskus";"Aruküla tee 9, Jüri alevik, Rae vald, Harju maakond";"true";"Sissepääs Rae Kultuurikeskuse peauksest. Ligipääsetav lapsevankri ja ratastooliga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Rae vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"true";"true";"false";"0037258887110";"meeli.vaarik@rae.ee";"0037258887110";"Rae Kultuurikeskus";"Aruküla tee 9, Jüri alevik, Rae vald, Harju maakond";"true";"Sissepääs Rae Kultuurikeskuse peauksest. Ligipääsetav lapsevankri ja ratastooliga.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Rae vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887111";"kaia@peetri.ee";"0037258887111";"Peetri Lasteaed-Põhikool";"Pargi tee 6, Peetri alevik, Rae vald, Harju maakond";"true";"Ligipääs nii ratastooli kui ka lapsekäruga. Hääletamisruum asub lasteaia osas.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Rae vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887111";"kaia@peetri.ee";"0037258887111";"Peetri Lasteaed-Põhikool";"Pargi tee 6, Peetri alevik, Rae vald, Harju maakond";"true";"Ligipääsetav nii ratastooli kui ka lapsekäruga. Hääletamisruum asub lasteaia osas.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Rae vald";"Valimisringkond nr 4 – Harju- (v.a Tallinn) ja Raplamaa";"false";"true";"false";"0037258887112";"barbel.salumae@rae.ee";"0037258887112";"Lagedi Keskusehoone";"Kooli tn 18b, Lagedi alevik, Rae vald, Harju maakond";"true";"Ligipääsetav nii ratastooli kui ka lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
